#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;39.01;0.08;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0.01,RP/0
59.98;41.27;0.39;PP/0.06,TA/0.08,IS/0,PS/0,RB/0,OB/0.01,RP/0
119.75;41.53;0.48;PP/0.08,TA/0.08,IS/0,PS/0,RB/0,OB/0.01,RP/0
179.97;41.89;0.56;PP/0.09,TA/0.08,IS/0,PS/0,RB/0,OB/0.01,RP/0
239.69;42.22;0.63;PP/0.11,TA/0.08,IS/0.01,PS/0,RB/0,OB/0.01,RP/0
299.88;41.53;0.72;PP/0.13,TA/0.08,IS/0.02,PS/0,RB/0,OB/0.01,RP/0
359.72;41.88;0.82;PP/0.15,TA/0.1,IS/0.03,PS/0,RB/0.01,OB/0.01,RP/0
419.96;41.67;0.88;PP/0.16,TA/0.1,IS/0.03,PS/0,RB/0.01,OB/0.02,RP/0
479.98;41.67;0.94;PP/0.17,TA/0.1,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
539.97;42.2;1.03;PP/0.21,TA/0.1,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
599.78;42.18;1.15;PP/0.23,TA/0.13,IS/0.05,PS/0,RB/0.01,OB/0.02,RP/0
659.77;42.38;1.29;PP/0.24,TA/0.18,IS/0.06,PS/0,RB/0.01,OB/0.02,RP/0
719.96;42.59;1.35;PP/0.25,TA/0.18,IS/0.06,PS/0,RB/0.01,OB/0.02,RP/0
780;42.95;1.43;PP/0.26,TA/0.19,IS/0.06,PS/0,RB/0.01,OB/0.02,RP/0
839.97;42.29;1.5;PP/0.28,TA/0.19,IS/0.07,PS/0,RB/0.01,OB/0.02,RP/0
899.88;42.27;1.56;PP/0.29,TA/0.19,IS/0.07,PS/0,RB/0.01,OB/0.02,RP/0
959.66;42.5;1.61;PP/0.29,TA/0.19,IS/0.07,PS/0,RB/0.01,OB/0.02,RP/0
1019.97;42.68;1.68;PP/0.31,TA/0.2,IS/0.07,PS/0,RB/0.01,OB/0.02,RP/0
1079.9;42.43;1.76;PP/0.32,TA/0.22,IS/0.07,PS/0,RB/0.01,OB/0.02,RP/0
1139.72;42.59;1.82;PP/0.33,TA/0.23,IS/0.08,PS/0,RB/0.01,OB/0.02,RP/0
1200;42.76;1.91;PP/0.35,TA/0.23,IS/0.08,PS/0,RB/0.01,OB/0.02,RP/0
1259.82;42.8;1.99;PP/0.36,TA/0.24,IS/0.09,PS/0,RB/0.01,OB/0.02,RP/0
1319.75;42.98;2.1;PP/0.38,TA/0.29,IS/0.09,PS/0,RB/0.01,OB/0.02,RP/0
1379.66;43.39;2.27;PP/0.39,TA/0.42,IS/0.09,PS/0,RB/0.01,OB/0.02,RP/0
1439.69;43.59;2.47;PP/0.39,TA/0.61,IS/0.09,PS/0,RB/0.01,OB/0.02,RP/0
1499.91;42.92;2.7;PP/0.39,TA/0.83,IS/0.09,PS/0,RB/0.01,OB/0.02,RP/0
1559.91;43.11;2.9;PP/0.39,TA/1.01,IS/0.09,PS/0,RB/0.01,OB/0.02,RP/0
1619.7;43.3;3.11;PP/0.39,TA/1.21,IS/0.09,PS/0,RB/0.01,OB/0.02,RP/0
1679.59;43.5;3.31;PP/0.39,TA/1.39,IS/0.09,PS/0,RB/0.01,OB/0.02,RP/0
1739.98;43.69;3.51;PP/0.39,TA/1.58,IS/0.09,PS/0,RB/0.01,OB/0.02,RP/0
1799.7;43.88;3.71;PP/0.39,TA/1.76,IS/0.09,PS/0,RB/0.01,OB/0.02,RP/0
1859.6;42.99;3.91;PP/0.39,TA/1.96,IS/0.09,PS/0,RB/0.01,OB/0.02,RP/0
1919.96;43.18;4.11;PP/0.39,TA/2.14,IS/0.09,PS/0,RB/0.01,OB/0.02,RP/0
1979.71;43.37;4.31;PP/0.39,TA/2.33,IS/0.09,PS/0,RB/0.01,OB/0.02,RP/0
2039.61;43.55;4.52;PP/0.39,TA/2.52,IS/0.09,PS/0,RB/0.01,OB/0.02,RP/0
