#TimeStamp;TripTime;Type
56;20;O
58;43;O
62;18;O
64;28;O
65;36;O
66;30;O
71;35;O
73;44;O
80;45;O
86;20;O
90;43;O
93;51;O
97;61;O
103;52;O
103;67;O
106;39;O
107;57;O
114;37;O
115;28;O
115;25;O
119;32;O
120;63;O
125;28;O
126;54;O
127;20;O
135;25;O
141;21;O
142;94;O
148;48;O
152;15;O
162;15;O
169;32;O
174;24;O
179;22;O
179;22;O
180;20;O
185;18;O
186;38;O
188;21;O
205;35;O
207;29;O
217;20;O
218;18;O
225;45;O
227;20;O
236;18;O
240;32;O
241;31;O
247;27;O
256;18;O
256;18;O
256;28;O
260;29;O
264;46;O
266;38;O
267;17;O
273;15;O
274;26;O
278;18;O
281;24;O
285;17;O
288;20;O
292;14;O
299;21;O
303;15;O
310;12;O
318;20;O
323;14;O
331;20;O
339;21;O
344;16;O
354;34;O
355;27;O
356;18;O
368;18;O
368;20;O
372;24;O
375;17;O
379;18;O
382;14;O
387;56;O
394;44;O
396;18;O
402;14;O
407;16;O
413;14;O
420;19;O
428;16;O
430;22;O
435;17;O
449;18;O
450;22;O
456;17;O
457;19;O
465;17;O
467;16;O
478;16;O
483;24;O
483;14;O
489;20;O
490;19;O
496;17;O
502;44;O
507;16;O
508;20;O
524;35;O
525;16;O
529;30;O
532;31;O
546;24;O
551;72;O
552;21;O
553;24;O
558;19;O
561;20;O
566;17;O
575;16;O
580;29;O
586;34;O
587;17;O
597;26;O
605;44;O
610;28;O
613;22;O
618;42;O
619;17;O
628;16;O
630;58;O
634;32;O
640;21;O
644;64;O
645;46;O
652;22;O
653;40;O
654;42;O
658;69;O
665;23;O
667;15;O
674;14;O
681;20;O
687;40;O
688;46;O
696;16;O
696;14;O
703;14;O
710;18;O
717;39;O
719;17;O
729;17;O
734;22;O
744;22;O
753;23;O
755;23;O
757;17;O
764;22;O
768;18;O
785;15;O
787;25;O
793;20;O
794;21;O
798;18;O
799;17;O
805;15;O
818;34;O
822;40;O
822;21;O
827;21;O
829;18;O
833;38;O
834;31;O
845;14;O
850;35;O
852;19;O
860;17;O
867;29;O
867;16;O
872;51;O
877;16;O
881;20;O
885;22;O
889;18;O
896;23;O
897;22;O
909;16;O
909;23;O
910;27;O
911;16;O
917;16;O
927;16;O
928;15;O
930;49;O
942;19;O
943;22;O
951;15;O
966;14;O
979;17;O
986;30;O
987;16;O
998;52;O
1002;19;O
1003;15;O
1012;46;O
1013;19;O
1024;16;O
1033;15;O
1033;19;O
1044;17;O
1062;20;O
1067;16;O
1069;36;O
1075;13;O
1079;15;O
1089;41;O
1102;14;O
1103;20;O
1110;40;O
1116;22;O
1118;14;O
1141;29;O
1144;20;O
1150;16;O
1159;45;O
1168;31;O
1175;31;O
1188;30;O
1188;26;O
1196;32;O
1201;19;O
1207;23;O
1214;21;O
1221;27;O
1223;15;O
1230;27;O
1257;19;O
1283;30;O
1293;35;O
1303;30;O
