#TimeStamp;InventoryLevel;ContainedSKUCount;InvCombinedTotal;InvCombinedRank;InvCombinedAvgRank;InvSpeedTotal;InvSpeedRank;InvSpeedAvgRank;InvUtilityTotal;InvUtilityRank;InvUtilityAvgRank
0;1;18;0;0;0;0;0;0;0;0;0
599.75;1;18;0;0;0;0;0;0;0;0;0
1199.72;1;18;0;0;0;0;0;0;0;0;0
1799.97;0.99;18;0;0;0;0;0;0;0;0;0
2399.87;0.99;18;0;0;0;0;0;0;0;0;0
2999.85;0.99;18;0;0;0;0;0;0;0;0;0
3599.81;0.99;18;0;0;0;0;0;0;0;0;0
4199.65;0.98;18;0;0;0;0;0;0;0;0;0
4799.81;0.98;18;0;0;0;0;0;0;0;0;0
5399.75;0.98;18;0;0;0;0;0;0;0;0;0
5999.74;0.98;18;0;0;0;0;0;0;0;0;0
6599.7;0.98;18;0;0;0;0;0;0;0;0;0
7199.65;0.97;18;0;0;0;0;0;0;0;0;0
7799.97;0.97;18;0;0;0;0;0;0;0;0;0
8399.71;0.97;18;0;0;0;0;0;0;0;0;0
8999.87;0.97;18;0;0;0;0;0;0;0;0;0
9599.94;0.97;18;0;0;0;0;0;0;0;0;0
10199.96;0.97;18;0;0;0;0;0;0;0;0;0
10800;0.97;18;0;0;0;0;0;0;0;0;0
11399.81;0.96;18;0;0;0;0;0;0;0;0;0
11999.98;0.96;18;0;0;0;0;0;0;0;0;0
12599.87;0.96;18;0;0;0;0;0;0;0;0;0
13199.97;0.96;18;0;0;0;0;0;0;0;0;0
13799.73;0.96;18;0;0;0;0;0;0;0;0;0
14399.85;0.96;18;0;0;0;0;0;0;0;0;0
14999.87;0.95;18;0;0;0;0;0;0;0;0;0
15599.78;0.95;18;0;0;0;0;0;0;0;0;0
16199.78;0.95;18;0;0;0;0;0;0;0;0;0
16799.61;0.95;18;0;0;0;0;0;0;0;0;0
17399.9;0.95;18;0;0;0;0;0;0;0;0;0
17999.78;0.95;18;0;0;0;0;0;0;0;0;0
18599.94;0.94;18;0;0;0;0;0;0;0;0;0
19199.74;0.94;18;0;0;0;0;0;0;0;0;0
19799.83;0.94;18;0;0;0;0;0;0;0;0;0
20399.66;0.94;18;0;0;0;0;0;0;0;0;0
