#TimeStamp;DistanceTraveled
59.89;490.73
119.85;401.52
179.97;200.74
239.77;108.23
299.65;119.77
359.95;62.47
419.64;105.55
479.96;150.46
539.96;84.18
599.69;164.29
659.83;201.81
719.79;105.23
780;141.18
839.71;108.44
899.99;105.41
959.87;117.76
1019.99;277.21
1079.74;197.95
1139.78;242.37
1199.95;180.19
1259.83;120.83
1319.61;43.94
1379.85;109.15
1439.71;98.2
1499.81;93.01
1559.82;121.41
1619.69;67.39
1679.97;86.24
1739.67;131.42
1799.72;96.86
1859.71;79.84
1919.94;180.1
1979.77;471.55
2039.88;400.71
2099.83;431.28
2159.77;448.49
2219.92;434.13
2279.85;428.74
2339.89;440.84
2399.85;422.65
2459.86;436.48
2519.66;441.4
2579.97;425.45
2639.9;454.63
2699.73;430.83
2760;443.33
2819.95;401.25
2879.76;493.73
2939.86;447.01
3000;457.51
3059.88;447.67
3119.93;449.59
3179.94;445.85
3239.83;428.84
3299.58;476.5
3359.6;415.45
3419.86;398.8
3479.8;400.43
3539.88;432.55
3599.84;450.8
3659.86;421.74
3719.79;457.94
3780;393.73
3839.98;428.27
3899.6;396.3
3959.81;402.96
4019.59;487.28
4079.64;402.24
4139.96;419.19
4199.76;446.03
4259.96;396.07
4319.97;434.55
4379.96;416.72
4439.99;444.06
4499.97;461.62
4559.85;459.82
4619.6;422.51
4679.79;423.24
4739.97;437.22
4799.82;435.43
4859.89;422.18
4919.88;426.56
4979.91;426.55
5039.84;425.5
5099.86;407
5159.99;428.24
5219.92;416.16
5280;448.53
5339.96;453.28
5399.62;435.94
5459.97;463.3
5519.97;430.53
5580;430.19
5639.9;470.54
5699.68;441.96
5759.72;430.84
5819.76;457.98
5879.97;433.19
5939.99;476.62
5999.63;417.9
6059.79;470.49
6119.6;467.83
6179.79;417.86
6239.96;433.08
6299.85;404.85
6359.98;496.57
6419.85;431.38
6479.81;424.25
6539.84;438.44
6599.85;454.79
6659.96;435.15
6719.84;401.03
6779.72;407.25
6839.99;417.61
6899.94;427.77
6960;429.01
7019.81;416.75
7079.7;436.35
7139.7;393.89
7199.8;433.1
