#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;38.5;0.08;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0.02,RP/0
59.99;40.33;0.32;PP/0.03,TA/0.09,IS/0,PS/0,RB/0,OB/0.02,RP/0
119.65;40.82;0.41;PP/0.03,TA/0.16,IS/0,PS/0,RB/0,OB/0.02,RP/0
179.67;40.99;0.49;PP/0.05,TA/0.19,IS/0,PS/0,RB/0,OB/0.02,RP/0
239.89;41.25;0.59;PP/0.05,TA/0.24,IS/0,PS/0,RB/0,OB/0.02,RP/0
299.8;41.04;0.69;PP/0.05,TA/0.3,IS/0,PS/0,RB/0,OB/0.02,RP/0
359.74;41.34;0.77;PP/0.07,TA/0.31,IS/0,PS/0,RB/0,OB/0.02,RP/0
419.97;41.66;0.85;PP/0.07,TA/0.38,IS/0,PS/0,RB/0,OB/0.02,RP/0
479.83;41.82;0.94;PP/0.07,TA/0.47,IS/0,PS/0,RB/0,OB/0.02,RP/0
539.97;41.93;1.04;PP/0.07,TA/0.55,IS/0,PS/0,RB/0,OB/0.02,RP/0
599.69;42.03;1.15;PP/0.07,TA/0.66,IS/0,PS/0,RB/0,OB/0.02,RP/0
659.69;42.17;1.26;PP/0.07,TA/0.75,IS/0,PS/0,RB/0,OB/0.02,RP/0
719.98;42.25;1.37;PP/0.07,TA/0.86,IS/0,PS/0,RB/0,OB/0.02,RP/0
779.98;42.37;1.48;PP/0.07,TA/0.97,IS/0,PS/0,RB/0,OB/0.02,RP/0
839.98;42.44;1.59;PP/0.07,TA/1.08,IS/0,PS/0,RB/0,OB/0.02,RP/0
899.75;42.54;1.7;PP/0.07,TA/1.17,IS/0,PS/0,RB/0,OB/0.02,RP/0
959.75;42.63;1.81;PP/0.07,TA/1.28,IS/0,PS/0,RB/0,OB/0.02,RP/0
1019.62;42.72;1.9;PP/0.07,TA/1.38,IS/0,PS/0,RB/0,OB/0.02,RP/0
1079.62;42.82;2.01;PP/0.07,TA/1.47,IS/0,PS/0,RB/0,OB/0.02,RP/0
1139.87;41.54;2.12;PP/0.07,TA/1.58,IS/0,PS/0,RB/0,OB/0.02,RP/0
1199.9;41.65;2.23;PP/0.07,TA/1.69,IS/0,PS/0,RB/0,OB/0.02,RP/0
1259.9;41.6;2.32;PP/0.07,TA/1.75,IS/0,PS/0,RB/0,OB/0.02,RP/0
1319.77;41.7;2.43;PP/0.07,TA/1.85,IS/0,PS/0,RB/0,OB/0.02,RP/0
1379.77;41.79;2.54;PP/0.07,TA/1.96,IS/0,PS/0,RB/0,OB/0.02,RP/0
1439.98;41.88;2.63;PP/0.07,TA/2.05,IS/0,PS/0,RB/0,OB/0.02,RP/0
1499.63;41.97;2.74;PP/0.07,TA/2.16,IS/0,PS/0,RB/0,OB/0.02,RP/0
1559.92;42.07;2.84;PP/0.07,TA/2.25,IS/0,PS/0,RB/0,OB/0.02,RP/0
1619.87;42.16;2.95;PP/0.07,TA/2.33,IS/0,PS/0,RB/0,OB/0.02,RP/0
1679.87;42.26;3.04;PP/0.07,TA/2.43,IS/0,PS/0,RB/0,OB/0.02,RP/0
1739.94;42.37;3.15;PP/0.07,TA/2.52,IS/0,PS/0,RB/0,OB/0.02,RP/0
1799.73;42.46;3.24;PP/0.07,TA/2.61,IS/0,PS/0,RB/0,OB/0.02,RP/0
1859.98;41.71;3.34;PP/0.07,TA/2.71,IS/0,PS/0,RB/0,OB/0.02,RP/0
1919.6;41.8;3.43;PP/0.07,TA/2.8,IS/0,PS/0,RB/0,OB/0.02,RP/0
1979.6;41.9;3.54;PP/0.07,TA/2.9,IS/0,PS/0,RB/0,OB/0.02,RP/0
2039.92;42;3.64;PP/0.07,TA/2.97,IS/0,PS/0,RB/0,OB/0.02,RP/0
2099.88;42.09;3.73;PP/0.07,TA/3.05,IS/0,PS/0,RB/0,OB/0.02,RP/0
2159.99;42.2;3.84;PP/0.07,TA/3.13,IS/0,PS/0,RB/0,OB/0.02,RP/0
2219.75;42.29;3.92;PP/0.07,TA/3.21,IS/0,PS/0,RB/0,OB/0.02,RP/0
2279.75;42.38;4.03;PP/0.07,TA/3.3,IS/0,PS/0,RB/0,OB/0.02,RP/0
2339.89;42.48;4.12;PP/0.07,TA/3.4,IS/0,PS/0,RB/0,OB/0.02,RP/0
2399.59;41.72;4.22;PP/0.07,TA/3.49,IS/0,PS/0,RB/0,OB/0.02,RP/0
2459.94;41.8;4.32;PP/0.07,TA/3.6,IS/0,PS/0,RB/0,OB/0.02,RP/0
