#TimeStamp;PodsHandledAtIStations;PodsHandledAtOStations;ActiveIStations;ActiveOStations;IStationIdleTimes;OStationIdleTimes;IStationActiveTimes;OStationActiveTimes;IStationRequests;OStationRequests;IStationBundleBacklog;OStationItemBacklog;IStationAssignedBots;OStationAssignedBots;IStationPodsHandled;OStationPodsHandled;IStationBundlesStored;OStationItemsPicked
0;0;0;0;3;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0
59.91;0;0;0;3;0/59.91;0/59.91,1/59.91,2/58.53;0/0;0/59.91,1/59.91,2/59.91;0/0;0/37,1/36,2/38;0/0;0/44,1/42,2/42;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/1
119.88;0;9;0;3;0/119.88;0/77.24,1/63.56,2/63.28;0/0;0/119.88,1/119.88,2/119.88;0/0;0/34,1/32,2/32;0/0;0/39,1/36,2/37;0/0;0/0,1/0,2/0;0/0;0/3,1/3,2/3;0/0;0/5,1/6,2/6
180;0;18;0;3;0/180;0/78.06,1/64.45,2/64.17;0/0;0/180,1/180,2/180;0/0;0/28,1/33,2/26;0/0;0/36,1/37,2/31;0/0;0/0,1/0,2/0;0/0;0/5,1/8,2/5;0/0;0/11,1/12,2/12
239.89;0;29;0;3;0/239.89;0/79.48,1/65.04,2/65.12;0/0;0/239.89,1/239.89,2/239.89;0/0;0/28,1/31,2/34;0/0;0/39,1/34,2/37;0/0;0/0,1/0,2/0;0/0;0/9,1/10,2/10;0/0;0/17,1/18,2/18
299.99;0;41;0;3;0/299.99;0/80.42,1/65.59,2/80.68;0/0;0/299.99,1/299.99,2/299.99;0/0;0/34,1/29,2/32;0/0;0/42,1/35,2/34;0/0;0/0,1/0,2/0;0/0;0/14,1/13,2/14;0/0;0/23,1/24,2/23
360;0;51;0;3;0/360;0/81.07,1/66.31,2/82.79;0/0;0/360,1/360,2/360;0/0;0/27,1/26,2/37;0/0;0/36,1/33,2/38;0/0;0/0,1/0,2/0;0/0;0/17,1/16,2/18;0/0;0/29,1/30,2/28
419.97;0;63;0;3;0/419.97;0/81.73,1/67.24,2/98.35;0/0;0/419.97,1/419.97,2/419.97;0/0;0/34,1/30,2/32;0/0;0/39,1/37,2/36;0/0;0/0,1/0,2/0;0/0;0/22,1/20,2/21;0/0;0/35,1/36,2/33
479.99;0;77;0;3;0/479.99;0/82.36,1/68.55,2/99.13;0/0;0/479.99,1/479.99,2/479.99;0/0;0/36,1/27,2/27;0/0;0/40,1/34,2/33;0/0;0/0,1/0,2/0;0/0;0/27,1/24,2/26;0/0;0/41,1/42,2/39
539.63;0;88;0;3;0/539.63;0/91.97,1/69.58,2/100.19;0/0;0/539.63,1/539.63,2/539.63;0/0;0/38,1/23,2/33;0/0;0/41,1/31,2/38;0/0;0/0,1/0,2/0;0/0;0/31,1/28,2/29;0/0;0/46,1/48,2/45
599.96;0;98;0;3;0/599.96;0/92.89,1/71.25,2/101.8;0/0;0/599.96,1/599.96,2/599.96;0/0;0/37,1/19,2/35;0/0;0/38,1/32,2/38;0/0;0/0,1/0,2/0;0/0;0/35,1/29,2/34;0/0;0/52,1/54,2/51
659.89;0;108;0;3;0/659.89;0/122.13,1/72.27,2/115.7;0/0;0/659.89,1/659.89,2/659.89;0/0;0/33,1/22,2/33;0/0;0/37,1/33,2/36;0/0;0/0,1/0,2/0;0/0;0/38,1/32,2/38;0/0;0/55,1/60,2/55
719.94;0;120;0;3;0/719.94;0/128.99,1/73.5,2/117.13;0/0;0/719.94,1/719.94,2/719.94;0/0;0/32,1/27,2/27;0/0;0/34,1/36,2/33;0/0;0/0,1/0,2/0;0/0;0/41,1/37,2/42;0/0;0/60,1/66,2/61
779.71;0;134;0;3;0/779.71;0/147.83,1/74.42,2/118.35;0/0;0/779.71,1/779.71,2/779.71;0/0;0/34,1/24,2/31;0/0;0/36,1/32,2/38;0/0;0/0,1/0,2/0;0/0;0/45,1/43,2/46;0/0;0/64,1/72,2/67
839.92;0;148;0;3;0/839.92;0/153.51,1/75.17,2/119.13;0/0;0/839.92,1/839.92,2/839.92;0/0;0/33,1/29,2/31;0/0;0/36,1/35,2/38;0/0;0/0,1/0,2/0;0/0;0/49,1/49,2/50;0/0;0/70,1/78,2/73
899.98;0;160;0;3;0/899.98;0/155.02,1/76.08,2/120.05;0/0;0/899.98,1/899.98,2/899.98;0/0;0/30,1/28,2/27;0/0;0/36,1/31,2/35;0/0;0/0,1/0,2/0;0/0;0/53,1/54,2/53;0/0;0/76,1/84,2/79
959.96;0;169;0;3;0/959.96;0/155.95,1/76.89,2/120.57;0/0;0/959.96,1/959.96,2/959.96;0/0;0/29,1/19,2/31;0/0;0/33,1/25,2/38;0/0;0/0,1/0,2/0;0/0;0/56,1/55,2/58;0/0;0/82,1/90,2/85
1019.73;0;175;0;3;0/1019.73;0/156.46,1/78.64,2/121.7;0/0;0/1019.73,1/1019.73,2/1019.73;0/0;0/28,1/17,2/32;0/0;0/30,1/24,2/38;0/0;0/0,1/0,2/0;0/0;0/59,1/57,2/59;0/0;0/88,1/96,2/91
1079.78;0;188;0;3;0/1079.78;0/158.2,1/79.74,2/122.88;0/0;0/1079.78,1/1079.78,2/1079.78;0/0;0/34,1/26,2/32;0/0;0/39,1/31,2/38;0/0;0/0,1/0,2/0;0/0;0/62,1/63,2/63;0/0;0/94,1/102,2/97
1139.83;0;200;0;3;0/1139.83;0/159.54,1/80.48,2/124.38;0/0;0/1139.83,1/1139.83,2/1139.83;0/0;0/41,1/26,2/32;0/0;0/43,1/31,2/41;0/0;0/0,1/0,2/0;0/0;0/67,1/67,2/66;0/0;0/100,1/108,2/103
1199.98;0;211;0;3;0/1199.98;0/169.01,1/82.14,2/124.87;0/0;0/1199.98,1/1199.98,2/1199.98;0/0;0/38,1/31,2/25;0/0;0/40,1/35,2/35;0/0;0/0,1/0,2/0;0/0;0/70,1/72,2/69;0/0;0/105,1/114,2/109
1259.98;0;221;0;3;0/1259.98;0/192.28,1/83.36,2/125.52;0/0;0/1259.98,1/1259.98,2/1259.98;0/0;0/37,1/26,2/23;0/0;0/40,1/31,2/32;0/0;0/0,1/0,2/0;0/0;0/73,1/75,2/73;0/0;0/108,1/120,2/115
1319.89;0;233;0;3;0/1319.89;0/222.32,1/84.2,2/126.19;0/0;0/1319.89,1/1319.89,2/1319.89;0/0;0/39,1/32,2/16;0/0;0/41,1/35,2/29;0/0;0/0,1/0,2/0;0/0;0/76,1/81,2/76;0/0;0/111,1/125,2/121
1379.9;0;244;0;3;0/1379.9;0/224.22,1/85.53,2/127.52;0/0;0/1379.9,1/1379.9,2/1379.9;0/0;0/35,1/30,2/15;0/0;0/38,1/32,2/28;0/0;0/0,1/0,2/0;0/0;0/80,1/84,2/80;0/0;0/117,1/131,2/127
1439.87;0;255;0;3;0/1439.87;0/225.3,1/94.87,2/129.12;0/0;0/1439.87,1/1439.87,2/1439.87;0/0;0/36,1/30,2/14;0/0;0/39,1/32,2/26;0/0;0/0,1/0,2/0;0/0;0/83,1/88,2/84;0/0;0/123,1/137,2/133
1499.88;0;267;0;3;0/1499.88;0/226.35,1/106.54,2/130.79;0/0;0/1499.88,1/1499.88,2/1499.88;0/0;0/31,1/31,2/24;0/0;0/36,1/33,2/35;0/0;0/0,1/0,2/0;0/0;0/86,1/91,2/90;0/0;0/129,1/141,2/139
1559.79;0;278;0;3;0/1559.79;0/228.02,1/135.6,2/132.08;0/0;0/1559.79,1/1559.79,2/1559.79;0/0;0/28,1/26,2/26;0/0;0/33,1/29,2/35;0/0;0/0,1/0,2/0;0/0;0/89,1/95,2/94;0/0;0/135,1/145,2/145
