#TimeStamp;DistanceTraveled
59.6;160.17
119.98;247.9
179.71;290.02
239.74;176.95
299.79;84.81
359.79;282.43
419.6;74.73
479.69;0
539.69;0
599.69;0
659.69;0
719.69;0
779.69;0
839.69;0
899.65;0
959.69;0
1019.69;0
1079.69;0
1139.9;0
1199.63;0
1259.62;0
1319.92;0
1379.67;0
1439.64;0
1499.94;0
1559.61;0
1619.63;0
1679.93;0
1739.86;0
1799.72;0
1860;0
1919.85;0
1979.71;0
2039.99;0
2099.85;0
2159.71;0
2219.98;0
2279.82;0
2339.77;0
2399.63;0
2459.91;0
2519.77;0
2579.63;0
2639.9;0
2699.76;0
2759.94;0
2819.99;0
2879.72;0
2939.69;0
2999.9;0
3059.63;0
3119.62;0
3179.92;0
3239.67;0
3299.64;0
3359.94;0
3419.61;0
3479.63;0
3539.93;0
3599.86;0
3659.72;0
3720;0
3779.85;0
3839.71;0
3899.99;0
3959.85;0
4019.71;0
4079.98;0
4139.82;0
4199.77;0
4259.63;0
4319.91;0
4379.77;0
4439.63;0
4499.9;0
4559.76;0
4619.94;0
4679.99;0
4739.72;0
4799.69;0
4859.9;0
4919.63;0
4979.62;0
5039.92;0
5099.67;0
5159.64;0
5219.94;0
5279.61;0
5339.63;0
5399.93;0
5459.86;0
5519.72;0
5580;0
5639.85;0
5699.71;0
5759.99;0
5819.85;0
5879.71;0
5939.98;0
5999.82;0
6059.77;0
6119.63;0
6179.91;0
6239.77;0
6299.63;0
6359.9;0
6419.76;0
6479.94;0
6539.99;0
6599.72;0
6659.69;0
6719.9;0
6779.63;0
6839.62;0
6899.92;0
6959.67;0
7019.64;0
7079.94;0
7139.61;0
7199.63;0
