#TimeStamp;PodsHandledAtIStations;PodsHandledAtOStations;ActiveIStations;ActiveOStations;IStationIdleTimes;OStationIdleTimes;IStationActiveTimes;OStationActiveTimes;IStationRequests;OStationRequests;IStationBundleBacklog;OStationItemBacklog;IStationAssignedBots;OStationAssignedBots;IStationPodsHandled;OStationPodsHandled;IStationBundlesStored;OStationItemsPicked
0;0;0;0;3;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0
59.91;0;0;0;3;0/59.91;0/59.91,1/59.91,2/59.91;0/0;0/59.91,1/59.91,2/59.91;0/0;0/32,1/30,2/44;0/0;0/38,1/36,2/50;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0
119.99;0;8;0;3;0/119.99;0/90.19,1/85.09,2/80;0/0;0/119.99,1/119.99,2/119.99;0/0;0/30,1/23,2/42;0/0;0/35,1/32,2/45;0/0;0/0,1/0,2/0;0/0;0/3,1/2,2/3;0/0;0/3,1/4,2/5
179.96;0;15;0;3;0/179.96;0/90.73,1/85.69,2/80.52;0/0;0/179.96,1/179.96,2/179.96;0/0;0/24,1/15,2/38;0/0;0/29,1/26,2/39;0/0;0/0,1/0,2/0;0/0;0/6,1/4,2/5;0/0;0/9,1/10,2/11
239.98;0;28;0;3;0/239.98;0/91.3,1/86.61,2/94.95;0/0;0/239.98,1/239.98,2/239.98;0/0;0/22,1/13,2/32;0/0;0/26,1/20,2/35;0/0;0/0,1/0,2/0;0/0;0/11,1/9,2/8;0/0;0/15,1/16,2/15
299.99;0;37;0;3;0/299.99;0/92.12,1/87.6,2/95.25;0/0;0/299.99,1/299.99,2/299.99;0/0;0/15,1/18,2/25;0/0;0/22,1/23,2/29;0/0;0/0,1/0,2/0;0/0;0/14,1/13,2/10;0/0;0/21,1/22,2/21
359.99;0;51;0;3;0/359.99;0/93.38,1/89.07,2/101.98;0/0;0/359.99,1/359.99,2/359.99;0/0;0/16,1/17,2/23;0/0;0/25,1/23,2/23;0/0;0/0,1/0,2/0;0/0;0/17,1/18,2/16;0/0;0/27,1/28,2/27
419.73;0;55;0;3;0/419.73;0/94.05,1/90.27,2/132.3;0/0;0/419.73,1/419.73,2/419.73;0/0;0/10,1/22,2/18;0/0;0/22,1/25,2/21;0/0;0/0,1/0,2/0;0/0;0/18,1/21,2/16;0/0;0/33,1/34,2/29
479.79;0;64;0;3;0/479.79;0/95.18,1/91.73,2/169.31;0/0;0/479.79,1/479.79,2/479.79;0/0;0/16,1/18,2/18;0/0;0/26,1/21,2/21;0/0;0/0,1/0,2/0;0/0;0/22,1/23,2/19;0/0;0/39,1/40,2/32
539.97;0;76;0;3;0/539.97;0/95.96,1/93.3,2/175.37;0/0;0/539.97,1/539.97,2/539.97;0/0;0/17,1/20,2/14;0/0;0/26,1/24,2/16;0/0;0/0,1/0,2/0;0/0;0/27,1/26,2/23;0/0;0/45,1/46,2/37
600;0;88;0;3;0/600;0/96.59,1/94.21,2/179.92;0/0;0/600,1/600,2/600;0/0;0/15,1/21,2/13;0/0;0/23,1/24,2/19;0/0;0/0,1/0,2/0;0/0;0/32,1/30,2/26;0/0;0/51,1/52,2/43
659.83;0;100;0;3;0/659.83;0/97.45,1/94.86,2/181.39;0/0;0/659.83,1/659.83,2/659.83;0/0;0/13,1/14,2/21;0/0;0/23,1/18,2/23;0/0;0/0,1/0,2/0;0/0;0/35,1/34,2/31;0/0;0/57,1/58,2/49
719.94;0;112;0;3;0/719.94;0/98.48,1/96.04,2/205.24;0/0;0/719.94,1/719.94,2/719.94;0/0;0/13,1/13,2/17;0/0;0/21,1/15,2/23;0/0;0/0,1/0,2/0;0/0;0/40,1/38,2/34;0/0;0/63,1/64,2/52
779.58;0;122;0;3;0/779.58;0/99.28,1/97.62,2/213.96;0/0;0/779.58,1/779.58,2/779.58;0/0;0/17,1/16,2/20;0/0;0/27,1/18,2/23;0/0;0/0,1/0,2/0;0/0;0/43,1/41,2/38;0/0;0/69,1/70,2/58
