#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;36.73;0.08;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0.02,RP/0
59.63;38.04;0.26;PP/0.03,TA/0.05,IS/0,PS/0,RB/0,OB/0.03,RP/0
119.83;38.31;0.28;PP/0.03,TA/0.05,IS/0,PS/0,RB/0,OB/0.03,RP/0
179.98;38.42;0.31;PP/0.05,TA/0.05,IS/0,PS/0,RB/0,OB/0.03,RP/0
239.9;38.34;0.35;PP/0.05,TA/0.07,IS/0,PS/0,RB/0,OB/0.03,RP/0
299.79;38.39;0.38;PP/0.05,TA/0.1,IS/0,PS/0,RB/0,OB/0.03,RP/0
359.87;38.56;0.41;PP/0.06,TA/0.11,IS/0,PS/0,RB/0,OB/0.03,RP/0
419.59;38.69;0.44;PP/0.06,TA/0.14,IS/0,PS/0,RB/0,OB/0.03,RP/0
479.83;38.71;0.47;PP/0.06,TA/0.16,IS/0,PS/0,RB/0,OB/0.03,RP/0
539.9;38.72;0.5;PP/0.06,TA/0.19,IS/0,PS/0,RB/0,OB/0.03,RP/0
599.73;38.75;0.53;PP/0.06,TA/0.22,IS/0,PS/0,RB/0,OB/0.03,RP/0
659.98;38.78;0.56;PP/0.06,TA/0.25,IS/0,PS/0,RB/0,OB/0.03,RP/0
719.82;38.8;0.58;PP/0.06,TA/0.27,IS/0,PS/0,RB/0,OB/0.03,RP/0
779.64;38.83;0.61;PP/0.06,TA/0.3,IS/0,PS/0,RB/0,OB/0.03,RP/0
839.97;38.85;0.64;PP/0.06,TA/0.33,IS/0,PS/0,RB/0,OB/0.03,RP/0
899.99;38.87;0.67;PP/0.06,TA/0.36,IS/0,PS/0,RB/0,OB/0.03,RP/0
959.82;38.89;0.7;PP/0.06,TA/0.39,IS/0,PS/0,RB/0,OB/0.03,RP/0
1019.9;38.91;0.74;PP/0.06,TA/0.43,IS/0,PS/0,RB/0,OB/0.03,RP/0
1079.73;38.93;0.77;PP/0.06,TA/0.43,IS/0,PS/0,RB/0,OB/0.03,RP/0
1139.91;38.95;0.78;PP/0.06,TA/0.44,IS/0,PS/0,RB/0,OB/0.03,RP/0
1199.8;38.97;0.81;PP/0.06,TA/0.47,IS/0,PS/0,RB/0,OB/0.03,RP/0
