#TimeStamp;InventoryLevel;ContainedSKUCount;InvCombinedTotal;InvCombinedRank;InvCombinedAvgRank;InvSpeedTotal;InvSpeedRank;InvSpeedAvgRank;InvUtilityTotal;InvUtilityRank;InvUtilityAvgRank
0;0.7;18;0;0;0;0;0;0;0;0;0
599.99;0.7;18;0;0;0;0;0;0;0;0;0
1199.6;0.69;18;0;0;0;0;0;0;0;0;0
1799.87;0.68;18;0;0;0;0;0;0;0;0;0
2399.93;0.68;18;0;0;0;0;0;0;0;0;0
2999.87;0.67;18;0;0;0;0;0;0;0;0;0
3599.72;0.66;18;0;0;0;0;0;0;0;0;0
4199.96;0.66;18;0;0;0;0;0;0;0;0;0
4799.85;0.65;18;0;0;0;0;0;0;0;0;0
5399.89;0.65;18;0;0;0;0;0;0;0;0;0
5999.71;0.64;18;0;0;0;0;0;0;0;0;0
6599.92;0.64;18;0;0;0;0;0;0;0;0;0
7199.83;0.63;18;0;0;0;0;0;0;0;0;0
7799.81;0.63;18;0;0;0;0;0;0;0;0;0
8399.67;0.62;18;0;0;0;0;0;0;0;0;0
8999.8;0.61;18;0;0;0;0;0;0;0;0;0
9599.77;0.61;18;0;0;0;0;0;0;0;0;0
10199.64;0.6;18;0;0;0;0;0;0;0;0;0
10799.93;0.6;18;0;0;0;0;0;0;0;0;0
11399.69;0.59;18;0;0;0;0;0;0;0;0;0
11999.91;0.59;18;0;0;0;0;0;0;0;0;0
12599.92;0.58;18;0;0;0;0;0;0;0;0;0
13199.82;0.57;18;0;0;0;0;0;0;0;0;0
13799.99;0.57;18;0;0;0;0;0;0;0;0;0
14399.7;0.56;18;0;0;0;0;0;0;0;0;0
14999.99;0.56;18;0;0;0;0;0;0;0;0;0
15599.8;0.55;18;0;0;0;0;0;0;0;0;0
16199.73;0.55;18;0;0;0;0;0;0;0;0;0
16799.83;0.54;18;0;0;0;0;0;0;0;0;0
17400;0.54;18;0;0;0;0;0;0;0;0;0
17999.63;0.53;18;0;0;0;0;0;0;0;0;0
18599.94;0.53;18;0;0;0;0;0;0;0;0;0
19199.86;0.52;18;0;0;0;0;0;0;0;0;0
19799.71;0.51;18;0;0;0;0;0;0;0;0;0
20399.7;0.51;18;0;0;0;0;0;0;0;0;0
20999.99;0.5;18;0;0;0;0;0;0;0;0;0
21599.66;0.5;18;0;0;0;0;0;0;0;0;0
22199.79;0.5;18;0;0;0;0;0;0;0;0;0
22799.88;0.5;18;0;0;0;0;0;0;0;0;0
23399.64;0.5;18;0;0;0;0;0;0;0;0;0
23999.74;0.5;18;0;0;0;0;0;0;0;0;0
24599.87;0.5;18;0;0;0;0;0;0;0;0;0
25199.95;0.5;18;0;0;0;0;0;0;0;0;0
25799.72;0.5;18;0;0;0;0;0;0;0;0;0
26399.82;0.5;18;0;0;0;0;0;0;0;0;0
26999.95;0.5;18;0;0;0;0;0;0;0;0;0
27599.7;0.5;18;0;0;0;0;0;0;0;0;0
28199.8;0.5;18;0;0;0;0;0;0;0;0;0
28799.89;0.5;18;0;0;0;0;0;0;0;0;0
29399.66;0.5;18;0;0;0;0;0;0;0;0;0
29999.79;0.5;18;0;0;0;0;0;0;0;0;0
