#TimeStamp;TripTime;Type
27;7;O
36;19;O
45;29;O
51;22;O
52;35;O
65;28;O
250;13;O
369;14;O
492;13;O
652;14;O
662;14;O
865;15;O
898;15;O
921;18;O
946;15;O
1108;14;O
1158;14;O
1212;28;O
1230;16;O
1272;14;O
1292;14;O
1343;15;O
1355;16;O
1357;25;O
1377;15;O
1379;11;O
1387;15;O
1405;15;O
1410;28;O
1416;17;O
1425;16;O
1427;31;O
1457;10;O
1473;19;O
1485;27;O
1491;29;O
1497;18;O
1542;15;O
1605;14;O
1667;15;O
1866;14;O
1970;14;O
1980;17;O
2129;14;O
2295;28;O
2323;14;O
2334;28;O
2481;16;O
2495;14;O
2556;15;O
2611;35;O
2613;27;O
2677;14;O
2743;16;O
2788;14;O
2860;14;O
2890;14;O
2904;14;O
2921;15;O
2946;16;O
2956;31;O
2969;11;O
2986;16;O
2994;16;O
3002;20;O
3005;17;O
3023;11;O
3049;16;O
3114;14;O
3156;15;O
3246;15;O
3257;15;O
3280;14;O
3311;14;O
3335;17;O
3360;33;O
3369;16;O
3468;14;O
3489;15;O
3515;7;O
3543;17;O
3554;15;O
3564;19;O
3580;15;O
3613;14;O
3661;15;O
3714;18;O
3720;14;O
3776;14;O
3846;10;O
3866;28;O
3892;18;O
3895;12;O
3948;14;O
3969;13;O
4089;14;O
4141;13;O
4160;15;O
4169;14;O
4195;16;O
4202;13;O
4271;10;O
4307;23;O
4316;9;O
4365;14;O
4394;24;O
4400;9;O
4423;15;O
4424;14;O
4483;24;O
4490;15;O
4574;14;O
4677;13;O
4878;14;O
4948;15;O
4993;17;O
5010;13;O
5201;14;O
5242;15;O
5313;15;O
5376;15;O
5405;10;O
5414;14;O
5448;17;O
5457;17;O
5468;17;O
5493;25;O
5499;13;O
5515;14;O
5553;24;O
5566;23;O
5577;14;O
5595;11;O
5615;14;O
5647;16;O
5650;26;O
5657;6;O
5665;18;O
5684;8;O
5712;21;O
5714;16;O
5721;13;O
5746;15;O
5890;13;O
6100;14;O
6131;15;O
6202;15;O
6272;15;O
6297;29;O
6315;14;O
6457;14;O
6498;15;O
6517;16;O
6548;15;O
6590;17;O
6618;16;O
6658;15;O
6666;14;O
6669;15;O
6708;13;O
6718;31;O
6719;14;O
6730;15;O
6749;32;O
6755;21;O
6771;33;O
6798;14;O
6828;14;O
6843;16;O
6875;29;O
6893;17;O
6908;16;O
6926;13;O
6950;14;O
7020;14;O
7037;29;O
7045;17;O
7064;18;O
7097;33;O
7111;14;O
7125;19;O
7151;14;O
7182;15;O
7199;7;O
7199;35;O
7205;18;O
7229;23;O
7237;25;O
7249;18;O
7262;43;O
7265;15;O
7325;17;O
7363;14;O
7526;15;O
7528;15;O
7580;28;O
7679;15;O
7727;10;O
7734;29;O
7759;13;O
7777;17;O
7836;16;O
7892;14;O
7922;14;O
7952;14;O
8005;14;O
8015;29;O
8022;12;O
8026;14;O
8039;15;O
8048;28;O
8057;30;O
8070;15;O
8114;28;O
8138;15;O
8148;15;O
8161;14;O
8321;15;O
8331;15;O
