#TimeStamp;PodsHandledAtIStations;PodsHandledAtOStations;ActiveIStations;ActiveOStations;IStationIdleTimes;OStationIdleTimes;IStationActiveTimes;OStationActiveTimes;IStationRequests;OStationRequests;IStationBundleBacklog;OStationItemBacklog;IStationAssignedBots;OStationAssignedBots;IStationPodsHandled;OStationPodsHandled;IStationBundlesStored;OStationItemsPicked
0;0;0;0;2;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0
59.91;0;0;0;2;0/59.91;0/41.53,1/33.16;0/0;0/59.91,1/59.91;0/0;0/41,1/33;0/0;0/46,1/34;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/2,1/3
119.7;0;0;0;2;0/119.7;0/43.29,1/34.05;0/0;0/119.7,1/119.7;0/0;0/39,1/27;0/0;0/44,1/28;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/8,1/9
179.77;0;0;0;2;0/179.77;0/44.29,1/35.09;0/0;0/179.77,1/179.77;0/0;0/33,1/24;0/0;0/38,1/25;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/14,1/15
239.88;0;0;0;2;0/239.88;0/44.68,1/35.94;0/0;0/239.88,1/239.88;0/0;0/26,1/19;0/0;0/32,1/19;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/20,1/21
299.68;0;0;0;2;0/299.68;0/45.78,1/92.38;0/0;0/299.68,1/299.68;0/0;0/20,1/19;0/0;0/26,1/19;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/26,1/21
360;0;1;0;2;0/360;0/46.66,1/152.7;0/0;0/360,1/360;0/0;0/15,1/18;0/0;0/20,1/19;0/0;0/0,1/0;0/0;0/1,1/0;0/0;0/32,1/21
419.9;0;2;0;2;0/419.9;0/48.86,1/168.36;0/0;0/419.9,1/419.9;0/0;0/20,1/20;0/0;0/25,1/21;0/0;0/0,1/0;0/0;0/1,1/1;0/0;0/38,1/26
479.95;0;2;0;2;0/479.95;0/50.64,1/169.04;0/0;0/479.95,1/479.95;0/0;0/24,1/19;0/0;0/30,1/19;0/0;0/0,1/0;0/0;0/1,1/1;0/0;0/44,1/32
539.99;0;2;0;2;0/539.99;0/52.61,1/223.25;0/0;0/539.99,1/539.99;0/0;0/22,1/19;0/0;0/28,1/19;0/0;0/0,1/0;0/0;0/1,1/1;0/0;0/50,1/32
