#TimeStamp;InventoryLevel;ContainedSKUCount;InvCombinedTotal;InvCombinedRank;InvCombinedAvgRank;InvSpeedTotal;InvSpeedRank;InvSpeedAvgRank;InvUtilityTotal;InvUtilityRank;InvUtilityAvgRank
0;1;18;0;0;0;0;0;0;0;0;0
599.85;1;18;0;0;0;0;0;0;0;0;0
1199.63;0.99;18;0;0;0;0;0;0;0;0;0
1799.9;0.99;18;0;0;0;0;0;0;0;0;0
2399.84;0.98;18;0;0;0;0;0;0;0;0;0
2999.7;0.98;18;0;0;0;0;0;0;0;0;0
3599.82;0.97;18;0;0;0;0;0;0;0;0;0
4199.74;0.97;18;0;0;0;0;0;0;0;0;0
4799.72;0.96;18;0;0;0;0;0;0;0;0;0
5399.99;0.96;18;0;0;0;0;0;0;0;0;0
5999.7;0.95;18;0;0;0;0;0;0;0;0;0
6599.97;0.95;18;0;0;0;0;0;0;0;0;0
7199.8;0.94;18;0;0;0;0;0;0;0;0;0
7799.71;0.94;18;0;0;0;0;0;0;0;0;0
8399.92;0.93;18;0;0;0;0;0;0;0;0;0
8999.89;0.93;18;0;0;0;0;0;0;0;0;0
9599.91;0.93;18;0;0;0;0;0;0;0;0;0
10199.65;0.93;18;0;0;0;0;0;0;0;0;0
10799.88;0.93;18;0;0;0;0;0;0;0;0;0
11399.91;0.93;18;0;0;0;0;0;0;0;0;0
11999.77;0.93;18;0;0;0;0;0;0;0;0;0
12599.66;0.93;18;0;0;0;0;0;0;0;0;0
13199.96;0.93;18;0;0;0;0;0;0;0;0;0
13799.89;0.93;18;0;0;0;0;0;0;0;0;0
14399.78;0.93;18;0;0;0;0;0;0;0;0;0
14999.66;0.93;18;0;0;0;0;0;0;0;0;0
15599.97;0.93;18;0;0;0;0;0;0;0;0;0
16199.95;0.93;18;0;0;0;0;0;0;0;0;0
16799.86;0.93;18;0;0;0;0;0;0;0;0;0
17399.74;0.93;18;0;0;0;0;0;0;0;0;0
17999.98;0.93;18;0;0;0;0;0;0;0;0;0
18599.98;0.93;18;0;0;0;0;0;0;0;0;0
19199.86;0.93;18;0;0;0;0;0;0;0;0;0
19799.75;0.93;18;0;0;0;0;0;0;0;0;0
20399.93;0.93;18;0;0;0;0;0;0;0;0;0
