#TimeStamp;InventoryLevel;ContainedSKUCount;InvCombinedTotal;InvCombinedRank;InvCombinedAvgRank;InvSpeedTotal;InvSpeedRank;InvSpeedAvgRank;InvUtilityTotal;InvUtilityRank;InvUtilityAvgRank
0;1;18;0;0;0;0;0;0;0;0;0
599.93;1;18;0;0;0;0;0;0;0;0;0
1199.98;0.99;18;0;0;0;0;0;0;0;0;0
1799.96;0.99;18;0;0;0;0;0;0;0;0;0
2399.96;0.99;18;0;0;0;0;0;0;0;0;0
2999.98;0.99;18;0;0;0;0;0;0;0;0;0
3599.98;0.99;18;0;0;0;0;0;0;0;0;0
4199.64;0.99;18;0;0;0;0;0;0;0;0;0
4799.96;0.99;18;0;0;0;0;0;0;0;0;0
5399.99;0.99;18;0;0;0;0;0;0;0;0;0
5999.99;0.99;18;0;0;0;0;0;0;0;0;0
6599.97;0.99;18;0;0;0;0;0;0;0;0;0
7199.97;0.99;18;0;0;0;0;0;0;0;0;0
