Avg Turnover,Avg Throughput,Distance Travelling,Sim Completion
1_6
101.013463047673,101.019555945279,133.421298693937,389.71
98.6438748360828,98.6438748360828,172.874913401509,378.17
93.8914764537596,93.9029340973181,116.081479083841,380.95
104.897493001042,104.9076207991,119.509162614959,399.96
112.274017455264,112.282508065949,108.727409805048,398.97
102.14406495876429,102.15129874874579,130.1228527198588,389.552
6.925173502782402,6.925624469560399,25.525448121048942,10.007428241061735

2_12
104.812009130448,104.812009130448,155.809482276942,377.0
109.011493721539,109.028971613883,179.349444444445,392.61
97.7458429937054,97.7621779549917,144.710375165652,379.05
109.011493721539,109.028971613883,179.349444444445,392.61
106.402738199878,106.410508411156,141.855497921335,386.49
103.77039025609308,103.77991324680906,145.1688507852113,387.552
5.814775321947229,5.815903879745957,26.244876341163753,8.540867507330725

3-18
96.1728174910425,96.1772472337847,223.08536797273,378.79
117.832327712917,117.832327712917,133.395435727232,407.44
87.0928500693055,87.0949510718094,158.307080672085,366.95
104.684605754407,104.689394723968,153.223805134131,377.41
109.45741348225,109.45741348225,168.91963202727,384.45
103.5295944713902,103.53669777952133,152.57465529237072,386.0373333333333
7.884045082350832,7.884230853363697,29.746121761602147,10.794623970600673

