Avg Turnover,Avg Throughput,Distance Travelling,Sim Completion
1_6
381.865720900054,485.278177589612,3511.66008436695,991.45
385.796464661907,505.642419975566,3382.83813855758,988.94
381.50002380876,480.961148587782,3461.56668290148,980.41
396.883255350607,514.641904768382,3788.46966865204,1036.17
388.895968356992,499.767413920481,3417.70702744647,1029.21
386.988286615664,497.25821296836455,3512.448320384904,1005.2360000000001
6.3113351125087185,14.034772105886825,161.67255400127476,25.512784638294605

2_12
372.653217446035,490.161205985317,8411.90001664148,970.51
384.046488360999,494.763692141072,8550.14166789664,981.46
370.214572683088,473.983198701325,8615.03292220307,1005.27
384.046488360999,494.763692141072,8550.14166789664,981.46
379.478252887059,492.92850165069,8549.21214281665,981.4
382.53804528165,493.2891355461299,6023.867001937901,994.628
7.614649419499091,11.802302139263144,2649.926812219618,22.0679746842946

3-18
307.866606980126,312.163209132146,8348.24600789523,703.3
269.203892501732,269.210139482259,8333.73792692275,685.36
313.503533548128,317.868505361496,8269.73576325557,710.0
287.509769117948,287.51622767781,8518.87110391819,736.92
310.35518305634,312.884186307926,8238.71604840364,678.08
354.25462920138494,428.8355748948625,6796.531791318293,897.3293333333334
43.05273191831545,95.47571019658506,2407.675457986647,144.05488757844387

