Avg Turnover,Avg Throughput,Distance Travelling,Sim Completion
1_6
469.858612774454,5035.58284210875,22962.5397072542,9909.57
474.525627132327,5072.65692920256,23846.2023493424,9987.05
475.052380730526,5001.87553604985,22355.7455221721,10022.21
474.714448759768,5084.96119206936,23022.7713988231,9981.31
479.050523709681,5155.7180296834,23237.9975650861,10114.64
474.6403186213512,5070.158905822785,23085.05130853558,10002.956
3.259718711954863,57.88746462800033,537.0098402123788,74.64336460798096

2_12
436.106966113783,4704.52441539087,74790.3864314463,9210.41
419.937034738084,4474.78477104383,66735.4773511429,8841.09
426.137050321015,4530.45958515416,70955.7106339775,8989.34
419.937034738084,4474.78477104383,66735.4773511429,8841.09
425.109118890767,4527.75465086037,68457.2459808121,8961.92
450.04287979084893,4806.310272260698,46309.95542911996,9485.863
26.38978688681966,287.7788220474034,24589.042151551104,556.5371641588723

3-18
434.793710035651,3128.45853428531,62593.8954620644,6159.78
445.839898451395,3145.19702797636,62585.8208879697,6366.19
442.563200990667,3149.66032000523,63369.9425528349,6269.26
442.122744280659,3187.26092906893,64003.0741224675,6300.85
433.968085593322,3082.18167814198,60972.9753649562,6156.85
446.6477624840123,4250.390747472319,51775.01751209948,8407.437333333333
21.912424272197796,846.1072625845404,21285.054539751174,1641.2306299954425

