Avg Turnover,Avg Throughput,Distance Travelling,Sim Completion
1_6
482.09211893744,1155.00769897796,5003.35298960328,2200.68
468.568660583627,1099.43475358926,4757.00316332458,2094.06
506.058576366618,1189.39732773366,5368.88140744228,2234.9
503.633855858546,1224.17058239107,5210.42480386487,2235.49
497.379162374031,1197.72836512798,5317.64445495346,2254.05
491.5464748240523,1173.1477455639858,5131.461363837694,2203.8360000000002
15.875223683531724,48.04750808504857,251.94163255804645,64.32169952667611

2_12
418.578922653988,966.28164963817,12980.1688376728,1881.9
429.644536781769,983.167899157436,13509.7584846995,1945.33
441.017266901971,1017.33277851686,15852.4728814772,1967.31
429.644536781769,983.167899157436,13509.7584846995,1945.33
462.162055433992,1067.0446458507,15929.0192907108,2057.95
463.8779692673752,1088.2733600140532,9743.848479844828,2081.7000000000003
32.926243169319086,98.72074889275126,4955.7377375683855,142.16495309635525

3-18
462.429695155834,761.312056155766,13969.2197745014,1466.82
433.524019228559,712.795862209611,12759.5646789454,1366.08
430.461237184632,711.713774794346,12904.5657885414,1360.1
435.206412030377,718.193874561655,12584.1829577092,1387.58
428.090516078076,697.607560630611,11447.4258735707,1398.12
455.232771490082,965.6237818995013,10740.229591447756,1853.0466666666666
30.212442444179622,196.6380014032307,4259.866827880947,354.3245900838598

