Avg Turnover,Avg Throughput,Distance Travelling,Sim Completion
1_6
483.426415798156,10258.6503852471,45163.3308260539,20272.42
474.911672030591,9969.56412233732,47661.6080508782,19938.36
471.754878796467,9917.85027773347,46389.814794231,19785.75
486.285724604757,10226.1668007766,49649.9163615727,20401.71
483.393807294066,10311.8927875978,46466.2743693281,20266.76
479.9544997048074,10136.824874738459,47066.18888041278,20132.999999999996
6.257622167781913,179.85983591335344,1693.2527709681592,258.8445625273971

2_12
433.164152350533,9192.44700332458,145798.981601107,18153.3
424.209215995156,8915.09241696672,137853.906134689,17766.99
428.183432237368,9032.44236606307,141704.876142105,17931.19
424.209215995156,8915.09241696672,137853.906134689,17766.99
431.684411962017,9102.85927088656,138931.012648267,18083.99
454.1222927064267,9584.205784789996,93747.36270629209,19036.745999999996
27.68524852173992,600.1273210025747,49271.085798190266,1174.3509645492595

3-18
434.84456869189,6141.76703908709,125318.340483976,12212.27
443.566259665757,6245.61607671235,125292.10817774,12448.25
441.269524777718,6225.08730227794,127107.703981862,12370.42
441.873344232009,6285.61892047808,127621.126479365,12394.62
445.901142543492,6271.93842599078,125643.897179975,12516.47
449.9118511316756,8467.47237416308,104563.7868910559,16820.632666666665
23.142752284886516,1704.3433098682585,42563.70380108184,3378.48252674918

