Avg Turnover,Avg Throughput,Distance Travelling,Sim Completion
1_6
96.8061054244927,96.8061054244927,102.559560665822,392.56
103.31214820638,103.31214820638,132.898861413066,402.47
101.302677035345,101.31420257683,120.75536797273,387.52
114.962945099733,114.973472333175,231.509812417174,402.77
118.346730988787,118.360602202569,214.268701306063,428.92
106.94612135094755,106.95330614868934,160.398460754971,402.848
9.24820943049236,9.253008587477934,58.37801016882824,15.97410936484411

2_12
108.676450532883,108.685207471915,159.842164390621,396.16
98.8887671483628,98.9011348373723,98.718987149338,383.27
100.32334281919,100.331696343012,176.285173196982,386.33
98.8887671483628,98.9011348373723,98.718987149338,383.27
117.653456611723,117.668957324637,140.625747607418,398.68
105.91613910152594,105.92546615577552,147.6183363268552,396.195
8.319008039001783,8.321681357618699,47.43536502174715,13.661001468088326

3-18
106.189030853873,106.20147377176,96.9714790838407,410.41
109.333160364236,109.346602202569,97.0548124171736,399.82
95.7141341211425,95.7184578906457,114.266118304033,389.7
109.72816939329,109.756416058328,131.60611111111,392.82
116.420809711205,116.430899457922,82.4006493469688,399.96
106.43644636393373,106.44723406259867,133.23216890211188,396.97733333333326
7.835374671816158,7.838428573981261,44.63381172888492,11.81217197075402

