Avg Turnover,Avg Throughput,Distance Travelling,Sim Completion
1_6
507.470417660526,5167.46500370495,40294.0516290362,10675.17
538.606382621318,5594.73960822602,45561.2486403988,11309.08
483.217664696165,5057.23650740731,37356.4694403998,10207.12
567.287198715611,5749.67192575843,49491.2099236898,11958.3
550.807303671823,5947.68498207338,46304.4607403162,11557.52
529.4777934730886,5503.359605434018,43801.48807476816,11141.438
33.882718215047646,380.2289134334902,4888.121821035404,699.7941788268887

2_12
436.082558320048,4463.37920437606,86329.7518713758,9220.52
419.938074023353,4510.65445577734,82982.6901656703,8858.51
434.272568831995,4519.42892314841,85377.1163697915,9166.14
419.938074023353,4510.65445577734,82982.6901656703,8858.51
455.971794991581,4874.00193239013,90764.0465807756,9609.27
481.35920375557737,5039.491699863936,64744.37355271242,10142.014
56.3973053393011,562.0655061981653,22416.590096554315,1170.6195743774128

3-18
424.119619401861,3012.97103580728,86073.6419561397,6033.09
464.529674638488,3405.53297276355,92653.7982267774,6596.11
423.764587442125,2986.10402084754,84600.2629751093,6047.45
434.810186721904,3029.66780553575,87795.1730597499,6191.28
433.116483441776,3021.07974129029,86023.0863839024,6118.43
466.26217261346187,4390.018171658917,72305.97987525353,8827.1
51.1147261083752,1056.3551806130429,21174.64158920678,2145.0581508800974

